,ONE,Category,City,Country,Customer Name,Discount,Number of Records,Order Date,Order ID,Postal Code,Manufacturer,Product Name,Profit,Profit Ratio,Quantity,Region,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
36%,1,Office Supplies,Columbus,United States,Ryan Crowe,20%,1,8/25/2015,CA-2015-115259,43229,Other,"OIC Colored Binder Clips, Assorted Sizes",15,0.375,14,East,40,Consumer,8/27/2015,Second Class,Ohio,Fasteners
35%,1,Office Supplies,Columbus,United States,Ryan Crowe,20%,1,8/25/2015,CA-2015-115259,43229,Other,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",2,0.4,2,East,5,Consumer,8/27/2015,Second Class,Ohio,Envelopes
31%,1,Office Supplies,Columbus,United States,Ryan Crowe,20%,1,8/25/2015,CA-2015-115259,43229,Xerox,Xerox 1921,7,0.2916666667,3,East,24,Consumer,8/27/2015,Second Class,Ohio,Paper
34%,1,Office Supplies,Columbus,United States,Ryan Crowe,20%,1,8/25/2015,CA-2015-115259,43229,Tyvek,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",44,0.3384615385,6,East,130,Consumer,8/27/2015,Second Class,Ohio,Envelopes
21%,1,Furniture,Seattle,United States,Dave Kipp,0%,1,3/2/2016,CA-2016-110457,98103,Hon,Hon Racetrack Conference Tables,165,0.2093908629,3,West,788,Consumer,3/6/2016,Standard Class,Washington,Tables
-73%,1,Office Supplies,Bristol,United States,Greg Guthrie,70%,1,4/5/2016,US-2016-136476,37620,GBC,GBC DocuBind 300 Electric Binding Machine,-116,-0.7341772152,1,South,158,Corporate,4/10/2016,Standard Class,Tennessee,Binders
39%,1,Furniture,Wilmington,United States,Steven Cartwright,0%,1,6/12/2017,CA-2017-103730,19805,Other,Artistic Insta-Plaque,18,0.3829787234,3,East,47,Consumer,6/15/2017,First Class,Delaware,Furnishings
45%,1,Office Supplies,Wilmington,United States,Steven Cartwright,0%,1,6/12/2017,CA-2017-103730,19805,DXL,DXL Angle-View Binders with Locking Rings by Samsill,14,0.4516129032,4,East,31,Consumer,6/15/2017,First Class,Delaware,Binders
28%,1,Office Supplies,Wilmington,United States,Steven Cartwright,0%,1,6/12/2017,CA-2017-103730,19805,Other,"Companion Letter/Legal File, Black",63,0.2775330396,6,East,227,Consumer,6/15/2017,First Class,Delaware,Storage
45%,1,Office Supplies,Wilmington,United States,Steven Cartwright,0%,1,6/12/2017,CA-2017-103730,19805,Global,Globe Weis Peel & Seel First Class Envelopes,52,0.452173913,9,East,115,Consumer,6/15/2017,First Class,Delaware,Envelopes
29%,1,Technology,Wilmington,United States,Steven Cartwright,0%,1,6/12/2017,CA-2017-103730,19805,Other,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,20,0.2941176471,7,East,68,Consumer,6/15/2017,First Class,Delaware,Phones
-1%,1,Furniture,Houston,United States,Alan Dominguez,30%,1,12/26/2015,US-2015-152030,77041,Global,Global Deluxe High-Back Manager's Chair,-9,-0.0149750416,3,Central,601,Home Office,12/28/2015,Second Class,Texas,Chairs
-66%,1,Furniture,Bloomington,United States,Philip Fox,50%,1,9/20/2015,US-2015-134614,61701,Bevis,Bevis 44 x 96 Conference Tables,-408,-0.6601941748,6,Central,618,Consumer,9/25/2015,Standard Class,Illinois,Tables
-77%,1,Office Supplies,Phoenix,United States,Troy Staebel,70%,1,11/5/2018,US-2018-107272,85023,Avery,"Avery Durable Slant Ring Binders, No Labels",-2,-1,2,West,2,Consumer,11/12/2018,Standard Class,Arizona,Binders
13%,1,Office Supplies,Phoenix,United States,Troy Staebel,20%,1,11/5/2018,US-2018-107272,85023,Other,"Trav-L-File Heavy-Duty Shuttle II, Black",30,0.1229508197,7,West,244,Consumer,11/12/2018,Standard Class,Arizona,Storage
-11%,1,Furniture,Los Angeles,United States,Lindsay Shagiari,20%,1,11/6/2017,US-2017-125969,90004,Global,"Global Task Chair, Black",-9,-0.1111111111,2,West,81,Home Office,11/10/2017,Second Class,California,Chairs
11%,1,Furniture,Los Angeles,United States,Lindsay Shagiari,0%,1,11/6/2017,US-2017-125969,90004,Eldon,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,26,0.1087866109,3,West,239,Home Office,11/10/2017,Second Class,California,Furnishings
-20%,1,Technology,Columbus,United States,Dorothy Wardle,40%,1,2/2/2018,US-2018-164147,43229,Anker,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,-12,-0.2,5,East,60,Corporate,2/5/2018,First Class,Ohio,Phones
38%,1,Office Supplies,Columbus,United States,Dorothy Wardle,20%,1,2/2/2018,US-2018-164147,43229,Xerox,Xerox 1916,29,0.3717948718,2,East,78,Corporate,2/5/2018,First Class,Ohio,Paper
33%,1,Office Supplies,Columbus,United States,Dorothy Wardle,20%,1,2/2/2018,US-2018-164147,43229,Other,Staples,7,0.3333333333,9,East,21,Corporate,2/5/2018,First Class,Ohio,Fasteners
48%,1,Office Supplies,Roseville,United States,Lena Creighton,0%,1,10/13/2017,CA-2017-145583,95661,Xerox,Xerox 195,10,0.5,3,West,20,Consumer,10/19/2017,Standard Class,California,Paper
47%,1,Office Supplies,Roseville,United States,Lena Creighton,0%,1,10/13/2017,CA-2017-145583,95661,Xerox,Xerox 1880,17,0.4857142857,1,West,35,Consumer,10/19/2017,Standard Class,California,Paper
30%,1,Office Supplies,Roseville,United States,Lena Creighton,0%,1,10/13/2017,CA-2017-145583,95661,Sanford,"Sanford Colorific Colored Pencils, 12/Box",3,0.25,4,West,12,Consumer,10/19/2017,Standard Class,California,Art
49%,1,Office Supplies,Roseville,United States,Lena Creighton,0%,1,10/13/2017,CA-2017-145583,95661,Other,Ideal Clamps,2,0.5,2,West,4,Consumer,10/19/2017,Standard Class,California,Fasteners
35%,1,Office Supplies,Roseville,United States,Lena Creighton,20%,1,10/13/2017,CA-2017-145583,95661,GBC,GBC Wire Binding Strips,27,0.3552631579,3,West,76,Consumer,10/19/2017,Standard Class,California,Binders
28%,1,Office Supplies,Roseville,United States,Lena Creighton,0%,1,10/13/2017,CA-2017-145583,95661,Fiskars,Fiskars Softgrip Scissors,18,0.2727272727,6,West,66,Consumer,10/19/2017,Standard Class,California,Supplies
48%,1,Furniture,Roseville,United States,Lena Creighton,0%,1,10/13/2017,CA-2017-145583,95661,Other,Longer-Life Soft White Bulbs,21,0.488372093,14,West,43,Consumer,10/19/2017,Standard Class,California,Furnishings
13%,1,Furniture,Philadelphia,United States,Jonathan Doherty,20%,1,9/5/2017,CA-2017-110366,19140,Howard Miller,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",10,0.1204819277,2,East,83,Corporate,9/7/2017,Second Class,Pennsylvania,Furnishings
27%,1,Office Supplies,San Francisco,United States,Sally Hughsby,0%,1,9/18/2018,CA-2018-106180,94122,Newell,Newell 343,2,0.2222222222,3,West,9,Corporate,9/23/2018,Standard Class,California,Art
47%,1,Office Supplies,San Francisco,United States,Sally Hughsby,0%,1,9/18/2018,CA-2018-106180,94122,Other,Convenience Packs of Business Envelopes,5,0.4545454545,3,West,11,Corporate,9/23/2018,Standard Class,California,Envelopes
48%,1,Office Supplies,San Francisco,United States,Sally Hughsby,0%,1,9/18/2018,CA-2018-106180,94122,Xerox,Xerox 1911,69,0.4791666667,3,West,144,Corporate,9/23/2018,Standard Class,California,Paper
26%,1,Office Supplies,Independence,United States,Sandra Glassco,0%,1,12/22/2018,CA-2018-155376,64055,Sanyo,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,218,0.2598331347,3,Central,839,Consumer,12/27/2018,Standard Class,Missouri,Appliances
3%,1,Office Supplies,Pasadena,United States,Helen Andreada,0%,1,9/7/2016,CA-2016-110744,91104,SAFCO,Safco Industrial Wire Shelving,20,0.02976190476,7,West,672,Consumer,9/12/2016,Standard Class,California,Storage
14%,1,Furniture,Newark,United States,Maureen Gastineau,20%,1,10/22/2015,CA-2015-110072,43055,Seth Thomas,"Seth Thomas 14"" Putty-Colored Wall Clock",13,0.1382978723,4,East,94,Home Office,10/28/2015,Standard Class,Ohio,Furnishings
27%,1,Technology,Franklin,United States,Justin Ellison,0%,1,12/5/2017,CA-2017-114489,53132,Plantronics,Plantronics Cordless Phone Headset with In-line Volume - M214C,104,0.2708333333,11,Central,384,Corporate,12/9/2017,Standard Class,Wisconsin,Phones
4%,1,Technology,Franklin,United States,Justin Ellison,0%,1,12/5/2017,CA-2017-114489,53132,Anker,Anker Astro 15000mAh USB Portable Charger,6,0.04,3,Central,150,Corporate,12/9/2017,Standard Class,Wisconsin,Phones
30%,1,Furniture,Franklin,United States,Justin Ellison,0%,1,12/5/2017,CA-2017-114489,53132,Hon,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",586,0.300204918,8,Central,"1,952",Corporate,12/9/2017,Standard Class,Wisconsin,Chairs
47%,1,Office Supplies,Franklin,United States,Justin Ellison,0%,1,12/5/2017,CA-2017-114489,53132,GBC,GBC Prestige Therm-A-Bind Covers,81,0.4709302326,5,Central,172,Corporate,12/9/2017,Standard Class,Wisconsin,Binders
11%,1,Office Supplies,Scottsdale,United States,Tamara Willingham,20%,1,3/13/2017,CA-2017-158834,85254,Belkin,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,18,0.1139240506,5,West,158,Home Office,3/16/2017,First Class,Arizona,Appliances
8%,1,Technology,Scottsdale,United States,Tamara Willingham,20%,1,3/13/2017,CA-2017-158834,85254,Jabra,Jabra BIZ 2300 Duo QD Duo Corded Headset,15,0.07389162562,2,West,203,Home Office,3/16/2017,First Class,Arizona,Phones
45%,1,Office Supplies,San Jose,United States,Stephanie Phelps,0%,1,5/31/2016,CA-2016-124919,95123,Southworth,Southworth 25% Cotton Antique Laid Paper & Envelopes,26,0.4482758621,7,West,58,Corporate,6/2/2016,First Class,California,Paper
46%,1,Office Supplies,San Jose,United States,Stephanie Phelps,0%,1,5/31/2016,CA-2016-124919,95123,Xerox,Xerox 1883,49,0.4622641509,4,West,106,Corporate,6/2/2016,First Class,California,Paper
26%,1,Office Supplies,San Jose,United States,Stephanie Phelps,0%,1,5/31/2016,CA-2016-124919,95123,Tenex,"Tenex Personal Project File with Scoop Front Design, Black",21,0.2592592593,6,West,81,Corporate,6/2/2016,First Class,California,Storage
27%,1,Office Supplies,Seattle,United States,Neil Knudson,0%,1,5/28/2016,CA-2016-118948,98105,Newell,Newell 311,2,0.2857142857,3,West,7,Home Office,6/3/2016,Standard Class,Washington,Art
11%,1,Furniture,Seattle,United States,Dave Brooks,20%,1,3/1/2015,CA-2015-104269,98115,Global,Global Deluxe High-Back Manager's Chair,51,0.1113537118,2,West,458,Consumer,3/6/2015,Second Class,Washington,Chairs
47%,1,Office Supplies,Edmond,United States,Nora Paige,0%,1,11/20/2017,CA-2017-114104,73034,Avery,Avery 519,7,0.4666666667,2,Central,15,Consumer,11/24/2017,Standard Class,Oklahoma,Labels
25%,1,Technology,Edmond,United States,Nora Paige,0%,1,11/20/2017,CA-2017-114104,73034,Avaya,Avaya 5420 Digital phone,236,0.2497354497,7,Central,945,Consumer,11/24/2017,Standard Class,Oklahoma,Phones
45%,1,Office Supplies,Los Angeles,United States,Ted Trevino,0%,1,5/11/2017,CA-2017-162733,90045,Xerox,Xerox 1920,3,0.5,1,West,6,Consumer,5/12/2017,First Class,California,Paper
2%,1,Technology,Philadelphia,United States,Eric Murdock,20%,1,12/28/2016,CA-2016-119697,19134,Other,Lenovo 17-Key USB Numeric Keypad,1,0.01851851852,2,East,54,Consumer,12/31/2016,Second Class,Pennsylvania,Accessories
47%,1,Office Supplies,Carlsbad,United States,Ruben Dartt,0%,1,11/16/2017,CA-2017-154508,88220,Staple envelope,Staple envelope,13,0.4642857143,5,West,28,Consumer,11/20/2017,Standard Class,New Mexico,Envelopes
35%,1,Office Supplies,Seattle,United States,Max Jones,20%,1,11/7/2017,CA-2017-113817,98115,Wilson Jones,Wilson Jones International Size A4 Ring Binders,10,0.3571428571,2,West,28,Consumer,11/11/2017,Standard Class,Washington,Binders
28%,1,Office Supplies,San Antonio,United States,Becky Martin,20%,1,9/8/2015,CA-2015-139892,78207,BIC,BIC Brite Liner Highlighters,3,0.3,3,Central,10,Consumer,9/12/2015,Standard Class,Texas,Art
-17%,1,Technology,San Antonio,United States,Becky Martin,40%,1,9/8/2015,CA-2015-139892,78207,Other,Lexmark MX611dhe Monochrome Laser Printer,"-1,360",-0.1666666667,8,Central,"8,160",Consumer,9/12/2015,Standard Class,Texas,Machines
-21%,1,Office Supplies,San Antonio,United States,Becky Martin,20%,1,9/8/2015,CA-2015-139892,78207,Space Solutions,Space Solutions HD Industrial Steel Shelving.,-59,-0.2137681159,3,Central,276,Consumer,9/12/2015,Standard Class,Texas,Storage
-1%,1,Furniture,San Antonio,United States,Becky Martin,30%,1,9/8/2015,CA-2015-139892,78207,SAFCO,SAFCO Arco Folding Chair,-25,-0.01436781609,9,Central,"1,740",Consumer,9/12/2015,Standard Class,Texas,Chairs
21%,1,Office Supplies,San Antonio,United States,Becky Martin,20%,1,9/8/2015,CA-2015-139892,78207,Sanford,Sanford Liquid Accent Highlighters,7,0.21875,6,Central,32,Consumer,9/12/2015,Standard Class,Texas,Art
-255%,1,Office Supplies,San Antonio,United States,Becky Martin,80%,1,9/8/2015,CA-2015-139892,78207,Kensington,Kensington 7 Outlet MasterPiece Power Center,-454,-2.550561798,5,Central,178,Consumer,9/12/2015,Standard Class,Texas,Appliances
6%,1,Technology,San Antonio,United States,Becky Martin,20%,1,9/8/2015,CA-2015-139892,78207,Other,JBL Micro Wireless Portable Bluetooth Speaker,9,0.0625,3,Central,144,Consumer,9/12/2015,Standard Class,Texas,Phones
47%,1,Office Supplies,Los Angeles,United States,Chad Sievert,0%,1,8/5/2015,CA-2015-118962,90004,Adams,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",10,0.4761904762,3,West,21,Consumer,8/9/2015,Standard Class,California,Paper
48%,1,Office Supplies,Los Angeles,United States,Chad Sievert,0%,1,8/5/2015,CA-2015-118962,90004,Xerox,Xerox 1913,53,0.4774774775,2,West,111,Consumer,8/9/2015,Standard Class,California,Paper
6%,1,Furniture,Los Angeles,United States,Chad Sievert,20%,1,8/5/2015,CA-2015-118962,90004,Global,"Global Value Steno Chair, Gray",21,0.06176470588,7,West,340,Consumer,8/9/2015,Standard Class,California,Chairs
-250%,1,Office Supplies,Chicago,United States,Jennifer Braxton,80%,1,9/14/2015,US-2015-100853,60623,Kensington,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,-131,-2.519230769,2,Central,52,Corporate,9/19/2015,Standard Class,Illinois,Appliances
33%,1,Office Supplies,Chicago,United States,Jennifer Braxton,20%,1,9/14/2015,US-2015-100853,60623,Avery,Avery 51,7,0.35,4,Central,20,Corporate,9/19/2015,Standard Class,Illinois,Labels
-250%,1,Office Supplies,Houston,United States,Shirley Jackson,80%,1,4/21/2018,US-2018-152366,77036,Acco,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",-243,-2.505154639,4,Central,97,Consumer,4/25/2018,Second Class,Texas,Appliances
-3%,1,Furniture,Newark,United States,Joel Eaton,30%,1,11/21/2016,US-2016-101511,43055,Other,"Padded Folding Chairs, Black, 4/Carton",-11,-0.02770780856,7,East,397,Consumer,11/23/2016,Second Class,Ohio,Chairs
-24%,1,Office Supplies,Newark,United States,Joel Eaton,20%,1,11/21/2016,US-2016-101511,43055,Acme,Acme Rosewood Handle Letter Opener,-4,-0.25,5,East,16,Consumer,11/23/2016,Second Class,Ohio,Supplies
43%,1,Office Supplies,New York City,United States,Jim Kriz,0%,1,12/15/2016,CA-2016-137225,10009,Sanford,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",1,0.3333333333,1,East,3,Home Office,12/19/2016,Standard Class,New York,Art
8%,1,Office Supplies,Decatur,United States,David Kendrick,20%,1,12/5/2015,CA-2015-166191,62521,Tenex,"Tenex File Box, Personal Filing Tote with Lid, Black",2,0.08,2,Central,25,Corporate,12/9/2015,Second Class,Illinois,Storage
19%,1,Technology,Decatur,United States,David Kendrick,20%,1,12/5/2015,CA-2015-166191,62521,Imation,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,77,0.1882640587,7,Central,409,Corporate,12/9/2015,Second Class,Illinois,Accessories
26%,1,Technology,Monroe,United States,Robert Marley,0%,1,11/19/2015,CA-2015-158274,71203,AT&T,AT&T TR1909W,131,0.2599206349,4,South,504,Home Office,11/24/2015,Second Class,Louisiana,Phones
28%,1,Technology,Monroe,United States,Robert Marley,0%,1,11/19/2015,CA-2015-158274,71203,Nokia,Nokia Lumia 521 (T-Mobile),42,0.28,5,South,150,Home Office,11/24/2015,Second Class,Louisiana,Phones
25%,1,Technology,Monroe,United States,Robert Marley,0%,1,11/19/2015,CA-2015-158274,71203,HP,HP Standard 104 key PS/2 Keyboard,7,0.2413793103,2,South,29,Home Office,11/24/2015,Second Class,Louisiana,Accessories
48%,1,Office Supplies,Fairfield,United States,Sally Knutson,0%,1,11/28/2017,CA-2017-105018,6824,Avery,Avery Poly Binder Pockets,3,0.4285714286,2,East,7,Consumer,12/2/2017,Standard Class,Connecticut,Binders
13%,1,Technology,Los Angeles,United States,Frank Merwin,0%,1,8/26/2015,CA-2015-123260,90032,SanDisk,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,23,0.1299435028,8,West,177,Home Office,8/30/2015,Standard Class,California,Accessories
10%,1,Office Supplies,Grand Prairie,United States,Alice McCarthy,20%,1,7/16/2017,CA-2017-157000,75051,Other,"Personal Filing Tote with Lid, Black/Gray",4,0.1081081081,3,Central,37,Corporate,7/22/2017,Standard Class,Texas,Storage
31%,1,Office Supplies,Grand Prairie,United States,Alice McCarthy,20%,1,7/16/2017,CA-2017-157000,75051,Southworth,Southworth 25% Cotton Antique Laid Paper & Envelopes,6,0.3,3,Central,20,Corporate,7/22/2017,Standard Class,Texas,Paper
13%,1,Furniture,New York City,United States,Mark Packer,20%,1,10/12/2016,CA-2016-102281,10035,Atlantic,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",112,0.1245828699,4,East,899,Home Office,10/14/2016,First Class,New York,Bookcases
28%,1,Technology,New York City,United States,Mark Packer,0%,1,10/12/2016,CA-2016-102281,10035,Other,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,20,0.2777777778,6,East,72,Home Office,10/14/2016,First Class,New York,Phones
48%,1,Office Supplies,New York City,United States,Mark Packer,0%,1,10/12/2016,CA-2016-102281,10035,Xerox,Xerox 205,25,0.4807692308,8,East,52,Home Office,10/14/2016,First Class,New York,Paper
8%,1,Furniture,New York City,United States,Mark Packer,20%,1,10/12/2016,CA-2016-102281,10035,Atlantic,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",47,0.0750798722,3,East,626,Home Office,10/14/2016,First Class,New York,Bookcases
33%,1,Office Supplies,New York City,United States,Mark Packer,0%,1,10/12/2016,CA-2016-102281,10035,Other,4009 Highlighters by Sanford,7,0.35,5,East,20,Home Office,10/14/2016,First Class,New York,Art
47%,1,Office Supplies,Redlands,United States,Mary Zewe,0%,1,10/31/2016,CA-2016-131457,92374,Poly,Poly String Tie Envelopes,7,0.5,7,West,14,Corporate,11/6/2016,Standard Class,California,Envelopes
16%,1,Office Supplies,Hamilton,United States,Cassandra Brandow,20%,1,3/21/2015,CA-2015-140004,45011,Binney & Smith,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",1,0.1428571429,2,East,7,Consumer,3/25/2015,Standard Class,Ohio,Art
26%,1,Office Supplies,Hamilton,United States,Cassandra Brandow,20%,1,3/21/2015,CA-2015-140004,45011,Binney & Smith,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",2,0.3333333333,3,East,6,Consumer,3/25/2015,Standard Class,Ohio,Art
26%,1,Office Supplies,Westfield,United States,Valerie Mitchum,0%,1,11/6/2018,CA-2018-107720,7090,Decoflex,Decoflex Hanging Personal Folder File,12,0.2608695652,3,East,46,Home Office,11/13/2018,Standard Class,New Jersey,Storage
-77%,1,Office Supplies,Philadelphia,United States,Fred Hopkins,70%,1,7/6/2018,US-2018-124303,19120,Pressboard,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",-2,-0.6666666667,2,East,3,Corporate,7/13/2018,Standard Class,Pennsylvania,Binders
36%,1,Office Supplies,Philadelphia,United States,Fred Hopkins,20%,1,7/6/2018,US-2018-124303,19120,Wirebound,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",6,0.375,3,East,16,Corporate,7/13/2018,Standard Class,Pennsylvania,Paper
31%,1,Office Supplies,Akron,United States,Maria Bertelson,20%,1,6/24/2018,CA-2018-105074,44312,Southworth,Southworth 25% Cotton Linen-Finish Paper & Envelopes,7,0.3181818182,3,East,22,Consumer,6/29/2018,Standard Class,Ohio,Paper
-74%,1,Furniture,Denver,United States,Bruce Stewart,50%,1,8/3/2015,CA-2015-133690,80219,Other,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,-162,-0.7397260274,2,West,219,Consumer,8/5/2015,First Class,Colorado,Tables
